s_m,x_m,y_m,z_ugr_m,radius_estimate_m,xy_method,geo_quality
15375.000,-1323.671,-3234.009,,881.524,closed_catmull_rom_through_station_anchors,GEO_D
15400.000,-1317.446,-3209.797,,958.444,closed_catmull_rom_through_station_anchors,GEO_D
15425.000,-1310.592,-3185.756,,1042.032,closed_catmull_rom_through_station_anchors,GEO_D
15450.000,-1303.163,-3161.886,,1131.875,closed_catmull_rom_through_station_anchors,GEO_D
15475.000,-1295.208,-3138.185,,1225.963,closed_catmull_rom_through_station_anchors,GEO_D
15500.000,-1286.772,-3114.652,,1328.232,closed_catmull_rom_through_station_anchors,GEO_D
15525.000,-1277.894,-3091.282,,1437.488,closed_catmull_rom_through_station_anchors,GEO_D
15550.000,-1268.612,-3068.069,,1551.054,closed_catmull_rom_through_station_anchors,GEO_D
15575.000,-1258.956,-3045.010,,1677.480,closed_catmull_rom_through_station_anchors,GEO_D
15600.000,-1248.958,-3022.096,,1806.168,closed_catmull_rom_through_station_anchors,GEO_D
15625.000,-1238.643,-2999.323,,1948.236,closed_catmull_rom_through_station_anchors,GEO_D
15650.000,-1228.037,-2976.685,,2096.304,closed_catmull_rom_through_station_anchors,GEO_D
15675.000,-1217.162,-2954.174,,2255.274,closed_catmull_rom_through_station_anchors,GEO_D
15700.000,-1206.038,-2931.785,,2426.074,closed_catmull_rom_through_station_anchors,GEO_D
15725.000,-1194.684,-2909.513,,2609.773,closed_catmull_rom_through_station_anchors,GEO_D
15750.000,-1183.117,-2887.349,,2805.685,closed_catmull_rom_through_station_anchors,GEO_D
15775.000,-1171.354,-2865.290,,3012.897,closed_catmull_rom_through_station_anchors,GEO_D
15800.000,-1159.407,-2843.329,,3246.912,closed_catmull_rom_through_station_anchors,GEO_D
15825.000,-1147.292,-2821.461,,3489.661,closed_catmull_rom_through_station_anchors,GEO_D
15850.000,-1135.020,-2799.680,,3757.550,closed_catmull_rom_through_station_anchors,GEO_D
15875.000,-1122.604,-2777.982,,4054.927,closed_catmull_rom_through_station_anchors,GEO_D
15900.000,-1110.054,-2756.360,,4376.313,closed_catmull_rom_through_station_anchors,GEO_D
15925.000,-1097.381,-2734.810,,4732.264,closed_catmull_rom_through_station_anchors,GEO_D
15950.000,-1084.594,-2713.328,,5129.028,closed_catmull_rom_through_station_anchors,GEO_D
15975.000,-1071.703,-2691.908,,5574.559,closed_catmull_rom_through_station_anchors,GEO_D
16000.000,-1058.715,-2670.546,,6079.147,closed_catmull_rom_through_station_anchors,GEO_D
16025.000,-1045.640,-2649.238,,6656.325,closed_catmull_rom_through_station_anchors,GEO_D
16050.000,-1032.485,-2627.979,,7324.259,closed_catmull_rom_through_station_anchors,GEO_D
16075.000,-1019.258,-2606.765,,8097.112,closed_catmull_rom_through_station_anchors,GEO_D
16100.000,-1005.965,-2585.592,,9037.308,closed_catmull_rom_through_station_anchors,GEO_D
16125.000,-992.613,-2564.456,,10183.211,closed_catmull_rom_through_station_anchors,GEO_D
16150.000,-979.210,-2543.352,,11592.480,closed_catmull_rom_through_station_anchors,GEO_D
16175.000,-965.761,-2522.278,,13407.930,closed_catmull_rom_through_station_anchors,GEO_D
16200.000,-952.273,-2501.229,,15887.068,closed_catmull_rom_through_station_anchors,GEO_D
16225.000,-938.752,-2480.201,,19311.809,closed_catmull_rom_through_station_anchors,GEO_D
16250.000,-925.204,-2459.190,,24638.541,closed_catmull_rom_through_station_anchors,GEO_D
16275.000,-911.634,-2438.193,,33812.557,closed_catmull_rom_through_station_anchors,GEO_D
16300.000,-898.049,-2417.207,,53498.324,closed_catmull_rom_through_station_anchors,GEO_D
16325.000,-884.454,-2396.226,,128617.587,closed_catmull_rom_through_station_anchors,GEO_D
16350.000,-870.855,-2375.248,,323990.004,closed_catmull_rom_through_station_anchors,GEO_D
16375.000,-857.257,-2354.270,,71528.876,closed_catmull_rom_through_station_anchors,GEO_D
16400.000,-843.667,-2333.286,,40098.413,closed_catmull_rom_through_station_anchors,GEO_D
16425.000,-830.090,-2312.294,,27728.715,closed_catmull_rom_through_station_anchors,GEO_D
16450.000,-816.532,-2291.290,,21193.299,closed_catmull_rom_through_station_anchors,GEO_D
16475.000,-802.999,-2270.270,,17040.690,closed_catmull_rom_through_station_anchors,GEO_D
16500.000,-789.496,-2249.230,,14225.689,closed_catmull_rom_through_station_anchors,GEO_D
16525.000,-776.031,-2228.166,,12178.348,closed_catmull_rom_through_station_anchors,GEO_D
16550.000,-762.609,-2207.075,,10597.146,closed_catmull_rom_through_station_anchors,GEO_D
16575.000,-749.236,-2185.952,,9335.592,closed_catmull_rom_through_station_anchors,GEO_D
16600.000,-735.920,-2164.793,,8335.882,closed_catmull_rom_through_station_anchors,GEO_D
16625.000,-722.668,-2143.595,,7492.394,closed_catmull_rom_through_station_anchors,GEO_D
16650.000,-709.487,-2122.352,,6778.719,closed_catmull_rom_through_station_anchors,GEO_D
16675.000,-696.384,-2101.061,,6165.924,closed_catmull_rom_through_station_anchors,GEO_D
16700.000,-683.367,-2079.717,,5633.182,closed_catmull_rom_through_station_anchors,GEO_D
16725.000,-670.445,-2058.315,,5165.124,closed_catmull_rom_through_station_anchors,GEO_D
16750.000,-657.627,-2036.851,,4750.163,closed_catmull_rom_through_station_anchors,GEO_D
16775.000,-644.922,-2015.320,,4378.009,closed_catmull_rom_through_station_anchors,GEO_D
16800.000,-632.341,-1993.717,,4035.193,closed_catmull_rom_through_station_anchors,GEO_D
16825.000,-619.893,-1972.036,,3740.203,closed_catmull_rom_through_station_anchors,GEO_D
16850.000,-607.591,-1950.273,,3455.528,closed_catmull_rom_through_station_anchors,GEO_D
16875.000,-595.446,-1928.421,,3207.084,closed_catmull_rom_through_station_anchors,GEO_D
16900.000,-583.472,-1906.475,,2964.296,closed_catmull_rom_through_station_anchors,GEO_D
16925.000,-571.684,-1884.429,,2752.990,closed_catmull_rom_through_station_anchors,GEO_D
16950.000,-560.096,-1862.277,,2551.396,closed_catmull_rom_through_station_anchors,GEO_D
16975.000,-548.726,-1840.012,,2364.676,closed_catmull_rom_through_station_anchors,GEO_D
17000.000,-537.592,-1817.629,,2191.528,closed_catmull_rom_through_station_anchors,GEO_D
17025.000,-526.714,-1795.120,,2025.224,closed_catmull_rom_through_station_anchors,GEO_D
17050.000,-516.114,-1772.478,,1879.292,closed_catmull_rom_through_station_anchors,GEO_D
17075.000,-505.817,-1749.697,,1732.245,closed_catmull_rom_through_station_anchors,GEO_D
17100.000,-495.850,-1726.770,,1602.334,closed_catmull_rom_through_station_anchors,GEO_D
17125.000,-486.242,-1703.691,,1477.663,closed_catmull_rom_through_station_anchors,GEO_D
17150.000,-477.025,-1680.452,,1470.376,closed_catmull_rom_through_station_anchors,GEO_D
17175.000,-468.205,-1657.060,,2040.914,closed_catmull_rom_through_station_anchors,GEO_D
17200.000,-459.672,-1633.561,,2223.012,closed_catmull_rom_through_station_anchors,GEO_D
17225.000,-451.404,-1609.968,,2319.836,closed_catmull_rom_through_station_anchors,GEO_D
17250.000,-443.390,-1586.288,,2422.762,closed_catmull_rom_through_station_anchors,GEO_D
17275.000,-435.621,-1562.525,,2530.572,closed_catmull_rom_through_station_anchors,GEO_D
17300.000,-428.088,-1538.688,,2650.127,closed_catmull_rom_through_station_anchors,GEO_D
17325.000,-420.780,-1514.780,,2775.176,closed_catmull_rom_through_station_anchors,GEO_D
17350.000,-413.687,-1490.807,,2909.132,closed_catmull_rom_through_station_anchors,GEO_D
17375.000,-406.800,-1466.774,,3052.992,closed_catmull_rom_through_station_anchors,GEO_D
17400.000,-400.111,-1442.686,,3207.932,closed_catmull_rom_through_station_anchors,GEO_D
17425.000,-393.609,-1418.546,,3375.348,closed_catmull_rom_through_station_anchors,GEO_D
17450.000,-387.287,-1394.359,,3556.907,closed_catmull_rom_through_station_anchors,GEO_D
17475.000,-381.135,-1370.128,,3754.619,closed_catmull_rom_through_station_anchors,GEO_D
17500.000,-375.144,-1345.856,,3970.923,closed_catmull_rom_through_station_anchors,GEO_D
17525.000,-369.306,-1321.548,,4208.812,closed_catmull_rom_through_station_anchors,GEO_D
17550.000,-363.612,-1297.205,,4471.994,closed_catmull_rom_through_station_anchors,GEO_D
17575.000,-358.055,-1272.830,,4765.117,closed_catmull_rom_through_station_anchors,GEO_D
17600.000,-352.626,-1248.427,,5094.082,closed_catmull_rom_through_station_anchors,GEO_D
17625.000,-347.316,-1223.997,,5466.497,closed_catmull_rom_through_station_anchors,GEO_D
17650.000,-342.118,-1199.543,,5891.097,closed_catmull_rom_through_station_anchors,GEO_D
17675.000,-337.024,-1175.068,,6384.387,closed_catmull_rom_through_station_anchors,GEO_D
17700.000,-332.026,-1150.573,,6963.249,closed_catmull_rom_through_station_anchors,GEO_D
17725.000,-327.116,-1126.060,,7651.460,closed_catmull_rom_through_station_anchors,GEO_D
17750.000,-322.286,-1101.531,,8487.185,closed_catmull_rom_through_station_anchors,GEO_D
17775.000,-317.529,-1076.987,,9526.072,closed_catmull_rom_through_station_anchors,GEO_D
17800.000,-312.836,-1052.432,,10855.843,closed_catmull_rom_through_station_anchors,GEO_D
17825.000,-308.199,-1027.866,,12623.282,closed_catmull_rom_through_station_anchors,GEO_D
17850.000,-303.611,-1003.290,,15093.940,closed_catmull_rom_through_station_anchors,GEO_D
17875.000,-299.064,-978.707,,18802.686,closed_catmull_rom_through_station_anchors,GEO_D
17900.000,-294.549,-954.118,,24998.469,closed_catmull_rom_through_station_anchors,GEO_D
17925.000,-290.059,-929.525,,37599.001,closed_catmull_rom_through_station_anchors,GEO_D
17950.000,-285.585,-904.928,,76833.536,closed_catmull_rom_through_station_anchors,GEO_D
17975.000,-281.120,-880.331,,1240136.565,closed_catmull_rom_through_station_anchors,GEO_D
18000.000,-276.653,-855.733,,67026.201,closed_catmull_rom_through_station_anchors,GEO_D
18025.000,-272.178,-831.137,,34002.975,closed_catmull_rom_through_station_anchors,GEO_D
18050.000,-267.685,-806.544,,22631.378,closed_catmull_rom_through_station_anchors,GEO_D
18075.000,-263.164,-781.956,,16798.620,closed_catmull_rom_through_station_anchors,GEO_D
18100.000,-258.607,-757.375,,13295.879,closed_catmull_rom_through_station_anchors,GEO_D
18125.000,-254.003,-732.802,,10912.539,closed_catmull_rom_through_station_anchors,GEO_D
18150.000,-249.344,-708.240,,9222.097,closed_catmull_rom_through_station_anchors,GEO_D
18175.000,-244.618,-683.691,,7930.183,closed_catmull_rom_through_station_anchors,GEO_D
18200.000,-239.814,-659.157,,6915.745,closed_catmull_rom_through_station_anchors,GEO_D
18225.000,-234.922,-634.640,,6108.068,closed_catmull_rom_through_station_anchors,GEO_D
18250.000,-229.929,-610.144,,5437.698,closed_catmull_rom_through_station_anchors,GEO_D
18275.000,-224.824,-585.671,,4875.562,closed_catmull_rom_through_station_anchors,GEO_D
18300.000,-219.593,-561.224,,4390.843,closed_catmull_rom_through_station_anchors,GEO_D
18325.000,-214.224,-536.808,,3981.671,closed_catmull_rom_through_station_anchors,GEO_D
18350.000,-208.701,-512.425,,3619.701,closed_catmull_rom_through_station_anchors,GEO_D
18375.000,-203.010,-488.082,,3299.083,closed_catmull_rom_through_station_anchors,GEO_D
18400.000,-197.134,-463.782,,3016.397,closed_catmull_rom_through_station_anchors,GEO_D
18425.000,-191.058,-439.532,,2764.133,closed_catmull_rom_through_station_anchors,GEO_D
18450.000,-184.762,-415.338,,2535.941,closed_catmull_rom_through_station_anchors,GEO_D
18475.000,-178.228,-391.207,,2330.331,closed_catmull_rom_through_station_anchors,GEO_D
18500.000,-171.436,-367.147,,2142.083,closed_catmull_rom_through_station_anchors,GEO_D
18525.000,-164.363,-343.169,,1972.378,closed_catmull_rom_through_station_anchors,GEO_D
18550.000,-156.987,-319.282,,1815.491,closed_catmull_rom_through_station_anchors,GEO_D
18575.000,-149.283,-295.499,,1673.253,closed_catmull_rom_through_station_anchors,GEO_D
18600.000,-141.224,-271.833,,1541.820,closed_catmull_rom_through_station_anchors,GEO_D
18625.000,-132.783,-248.302,,1420.521,closed_catmull_rom_through_station_anchors,GEO_D
18650.000,-123.929,-224.923,,1309.582,closed_catmull_rom_through_station_anchors,GEO_D
18675.000,-114.630,-201.717,,1206.842,closed_catmull_rom_through_station_anchors,GEO_D
18700.000,-104.852,-178.709,,1113.106,closed_catmull_rom_through_station_anchors,GEO_D
18725.000,-94.561,-155.926,,1025.967,closed_catmull_rom_through_station_anchors,GEO_D
18750.000,-83.717,-133.401,,946.884,closed_catmull_rom_through_station_anchors,GEO_D
18775.000,-72.283,-111.170,,873.729,closed_catmull_rom_through_station_anchors,GEO_D
18800.000,-60.217,-89.275,,807.786,closed_catmull_rom_through_station_anchors,GEO_D
18825.000,-47.480,-67.765,,746.933,closed_catmull_rom_through_station_anchors,GEO_D
18850.000,-34.030,-46.693,,693.296,closed_catmull_rom_through_station_anchors,GEO_D
18875.000,-19.829,-26.119,,644.197,closed_catmull_rom_through_station_anchors,GEO_D
18900.000,-4.841,-6.112,,610.702,closed_catmull_rom_through_station_anchors,GEO_D
